1474560,15,238.0186
2949120,30,207.0426
4423680,45,154.3321
5898240,60,95.6541
7372800,75,66.4014
8847360,90,50.7730
10321920,105,41.1744
11796480,120,37.0213
13271040,135,33.2752
14745600,150,30.3016
16220160,165,30.3423
17694720,180,26.0858
19169280,195,25.5811
20643840,210,23.2181
22118400,225,21.8801
23592960,240,19.7568
25067520,255,18.6902
26542080,270,17.0598
28016640,285,15.7506
29491200,300,15.3554
30965760,315,14.4709
32440320,330,11.9916
33914880,345,11.4718
35389440,360,10.5014
36864000,375,10.8720
38338560,390,9.5253
39813120,405,8.2112
41287680,420,7.9059
42762240,435,7.5961
44236800,450,6.8427
45711360,465,7.0970
47185920,480,7.0703
48660480,495,7.4149
50135040,510,6.8249
51609600,525,6.5984
53084160,540,6.7181
54558720,555,6.5315
56033280,570,6.2152
57507840,585,6.0152
58982400,600,6.0075
60456960,615,6.5672
61931520,630,6.1251
63406080,645,5.8428
64880640,660,5.8990
66355200,675,5.5122
67829760,690,5.7213
69304320,705,5.7183
70778880,720,5.7322
72253440,735,5.5573
73728000,750,5.1721
75202560,765,5.5153
76677120,780,5.5744
78151680,795,5.3998
79626240,810,4.9709
81100800,825,5.3290
82575360,840,5.4215
84049920,855,5.1742
85524480,870,5.2618
86999040,885,4.9780
88473600,900,5.1924
89948160,915,5.3010
91422720,930,5.1979
92897280,945,5.1208
94371840,960,5.0741
95846400,975,4.8322
97320960,990,4.7191
98795520,1005,4.8952
100270080,1020,5.1821
101744640,1035,4.7782
103219200,1050,4.9787
104693760,1065,4.8757
106168320,1080,4.9782
107642880,1095,4.4944
109117440,1110,4.7500
110592000,1125,4.4825
112066560,1140,4.8419
113541120,1155,4.7694
115015680,1170,4.9641
116490240,1185,4.8458
117964800,1200,4.4034
119439360,1215,4.5290
120913920,1230,4.6481
122388480,1245,4.6838
123863040,1260,4.8612
125337600,1275,4.6500
126812160,1290,4.9313
128286720,1305,4.3552
129761280,1320,4.7274
131235840,1335,4.9108
132710400,1350,4.3436
134184960,1365,4.5087
135659520,1380,4.5848
137134080,1395,4.7962
138608640,1410,4.1704
140083200,1425,4.0329
141557760,1440,4.3330
143032320,1455,4.6416
144506880,1470,4.9018
145981440,1485,4.6872
147456000,1500,4.3460
148930560,1515,4.2032
150405120,1530,4.4739
151879680,1545,4.3243
153354240,1560,4.5194
154828800,1575,4.1365
156303360,1590,4.2313
157777920,1605,4.7057
159252480,1620,4.3335
160727040,1635,4.6288
162201600,1650,4.1786
163676160,1665,4.3474
165150720,1680,4.4193
166625280,1695,4.6113
168099840,1710,4.3844
169574400,1725,4.4115
171048960,1740,4.3393
172523520,1755,4.5219
173998080,1770,4.1830
175472640,1785,4.5049
176947200,1800,4.1911
178421760,1815,4.5651
179896320,1830,4.4880
181370880,1845,3.8614
182845440,1860,4.3943
184320000,1875,4.5297
185794560,1890,5.0099
187269120,1905,4.2624
188743680,1920,4.2833
190218240,1935,4.3076
191692800,1950,4.2989
193167360,1965,4.6007
194641920,1980,4.1228
196116480,1995,4.1628
197591040,2010,4.5749
199065600,2025,4.3543
200540160,2040,4.3373
202014720,2055,4.4212
203489280,2070,4.1921
204963840,2085,4.2040
206438400,2100,4.1294
207912960,2115,4.3708
209387520,2130,4.1680
210862080,2145,4.1404
212336640,2160,4.4340
213811200,2175,4.5627
215285760,2190,4.4521
216760320,2205,4.4515
224133120,2280,4.2232
225607680,2295,3.9932
227082240,2310,3.9324
228556800,2325,3.9651
230031360,2340,4.3325
231505920,2355,4.2186
232980480,2370,4.4282
